task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
g2-lifecycle-002,runtime,9,solution,,,true,192.1,completed,,,,,,,,,1,12,5,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:1 UI assertion(s) hold in default | uiflow:2 UI assertion(s) hold in default,2026-09-02T192536-g2-lifecycle-002-solution
g2-locale-001,frameworks,8,solution,,,true,231.0,completed,,,,,,,,,1,6,16,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in language=sv locale=sv_SE,2026-09-02T144715-g2-locale-001-solution
g2-locale-001,frameworks,8,fake,,,false,108.4,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in default | uiflow:1 of 1 UI assertion(s) failed in language=sv locale=sv_SE: ""Åberg"" comes before ""Zetterlund"" on screen; expected ""Bengtsson"", ""Olsen"", ""Zetterlund"", ""Åberg"", ""Öhlin""",2026-09-02T154443-g2-locale-001-fake
g2-locale-001,frameworks,8,opencode,minimax/MiniMax-M2.7,,false,78.8,failed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in language=en locale=en_US | uiflow:1 of 1 UI assertion(s) failed in language=sv locale=sv_SE: ""Åberg"" comes before ""Zetterlund"" on screen; expected ""Bengtsson"", ""Olsen"", ""Zetterlund"", ""Åberg"", ""Öhlin""",2026-09-03T230331-g2-locale-001-opencode
g2-locale-001,frameworks,8,fake,,,false,221.5,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in language=en locale=en_US | uiflow:1 of 1 UI assertion(s) failed in language=sv locale=sv_SE: ""Åberg"" comes before ""Zetterlund"" on screen; expected ""Bengtsson"", ""Olsen"", ""Zetterlund"", ""Åberg"", ""Öhlin""",2026-09-02T174821-g2-locale-001-fake
g2-locale-001,frameworks,8,fake,,,false,80.9,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in default | uiflow:1 of 1 UI assertion(s) failed in language=sv locale=sv_SE: ""Åberg"" comes before ""Zetterlund"" on screen; expected ""Bengtsson"", ""Olsen"", ""Zetterlund"", ""Åberg"", ""Öhlin""",2026-09-02T144549-g2-locale-001-fake
g2-locale-001,frameworks,8,fake,,,false,162.5,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in language=en locale=en_US | uiflow:1 of 1 UI assertion(s) failed in language=sv locale=sv_SE: ""Åberg"" comes before ""Zetterlund"" on screen; expected ""Bengtsson"", ""Olsen"", ""Zetterlund"", ""Åberg"", ""Öhlin""",2026-09-02T161146-g2-locale-001-fake
g2-locale-001,frameworks,8,fake,,,false,196.6,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in language=en locale=en_US | uiflow:1 of 1 UI assertion(s) failed in language=sv locale=sv_SE: ""Åberg"" comes before ""Zetterlund"" on screen; expected ""Bengtsson"", ""Olsen"", ""Zetterlund"", ""Åberg"", ""Öhlin""",2026-09-02T170452-g2-locale-001-fake
g2-locale-001,frameworks,8,solution,,,true,190.1,completed,,,,,,,,,1,6,16,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:1 UI assertion(s) hold in language=en locale=en_US | uiflow:1 UI assertion(s) hold in language=sv locale=sv_SE,2026-09-02T170813-g2-locale-001-solution
g2-locale-001,frameworks,8,solution,,,true,217.0,completed,,,,,,,,,1,6,16,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:1 UI assertion(s) hold in language=en locale=en_US | uiflow:1 UI assertion(s) hold in language=sv locale=sv_SE,2026-09-02T175207-g2-locale-001-solution
g2-locale-001,frameworks,8,solution,,,true,97.4,completed,,,,,,,,,1,6,16,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in language=sv locale=sv_SE,2026-09-02T154635-g2-locale-001-solution
g2-locale-001,frameworks,8,solution,,,false,303.9,completed,,,,,,,,,1,6,16,80,0.25,0.0,uiflow=F;uiflow=P,"uiflow:1 of 1 UI assertion(s) failed in language=en locale=en_US: ""Åberg"" is not on screen, so the order cannot hold | uiflow:1 UI assertion(s) hold in language=sv locale=sv_SE",2026-09-02T161432-g2-locale-001-solution
g2-locale-002,frameworks,9,fake,,,true,158.1,completed,,,,,,,,,0,0,0,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in language=tr locale=tr_TR,2026-09-02T152920-g2-locale-002-fake
g2-locale-002,frameworks,9,fake,,,false,156.0,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:4 of 6 UI assertion(s) failed in language=tr locale=tr_TR: ""No orders"" is on screen, in ""No orders""; no element on screen shows ""Order 4471""; no element on screen shows ""Order 4473""; no element on screen shows ""Order 4475""",2026-09-02T171128-g2-locale-002-fake
g2-locale-002,frameworks,9,solution,,,true,311.0,completed,,,,,,,,,1,5,2,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:6 UI assertion(s) hold in language=tr locale=tr_TR,2026-09-02T155219-g2-locale-002-solution
g2-locale-002,frameworks,9,solution,,,true,478.3,completed,,,,,,,,,1,5,2,90,0.25,22.5,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:6 UI assertion(s) hold in language=tr locale=tr_TR | file:2 file assertion(s) satisfied,2026-09-02T175956-g2-locale-002-solution
g2-locale-002,frameworks,9,solution,,,true,201.1,completed,,,,,,,,,1,5,2,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in language=tr locale=tr_TR,2026-09-02T153203-g2-locale-002-solution
g2-locale-002,frameworks,9,fake,,,false,239.1,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:4 of 6 UI assertion(s) failed in language=tr locale=tr_TR: ""No orders"" is on screen, in ""No orders""; no element on screen shows ""Order 4471""; no element on screen shows ""Order 4473""; no element on screen shows ""Order 4475"" | file:2 file assertion(s) satisfied",2026-09-02T175549-g2-locale-002-fake
g2-locale-002,frameworks,9,solution,,,true,376.3,completed,,,,,,,,,1,5,2,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in language=tr locale=tr_TR,2026-09-02T145458-g2-locale-002-solution
g2-locale-002,frameworks,9,fake,,,true,133.0,completed,,,,,,,,,0,0,0,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:6 UI assertion(s) hold in language=tr locale=tr_TR,2026-09-02T155001-g2-locale-002-fake
g2-locale-002,frameworks,9,opencode,minimax/MiniMax-M2.7,,false,76.9,failed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:4 of 6 UI assertion(s) failed in language=tr locale=tr_TR: ""No orders"" is on screen, in ""No orders""; no element on screen shows ""Order 4471""; no element on screen shows ""Order 4473""; no element on screen shows ""Order 4475"" | file:2 file assertion(s) satisfied",2026-09-03T230453-g2-locale-002-opencode
g2-locale-003,frameworks,8,fake,,,false,156.7,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:3 UI assertion(s) hold in default | uiflow:4 of 4 UI assertion(s) failed in language=sv locale=sv_SE: no element on screen shows ""12,40""; no element on screen shows ""3,50""; no element on screen shows ""21,90""; ""12.40"" is on screen, in ""12.40""",2026-09-02T153528-g2-locale-003-fake
g2-locale-003,frameworks,8,opencode,minimax/MiniMax-M2.7,,false,80.9,failed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:3 UI assertion(s) hold in language=en locale=en_US | uiflow:4 of 4 UI assertion(s) failed in language=sv locale=sv_SE: no element on screen shows ""12,40""; no element on screen shows ""3,50""; no element on screen shows ""21,90""; ""12.40"" is on screen, in ""12.40"" | file:2 file assertion(s) satisfied",2026-09-03T230614-g2-locale-003-opencode
g2-locale-003,frameworks,8,solution,,,true,129.8,completed,,,,,,,,,1,19,10,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:3 UI assertion(s) hold in language=en locale=en_US | uiflow:4 UI assertion(s) hold in language=sv locale=sv_SE,2026-09-02T160053-g2-locale-003-solution
g2-locale-003,frameworks,8,fake,,,false,275.4,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:3 UI assertion(s) hold in language=en locale=en_US | uiflow:4 of 4 UI assertion(s) failed in language=sv locale=sv_SE: no element on screen shows ""12,40""; no element on screen shows ""3,50""; no element on screen shows ""21,90""; ""12.40"" is on screen, in ""12.40"" | file:2 file assertion(s) satisfied",2026-09-02T180758-g2-locale-003-fake
g2-locale-003,frameworks,8,solution,,,true,168.7,completed,,,,,,,,,1,19,10,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:3 UI assertion(s) hold in language=en locale=en_US | uiflow:4 UI assertion(s) hold in language=sv locale=sv_SE | file:2 file assertion(s) satisfied,2026-09-02T181238-g2-locale-003-solution
g2-locale-003,frameworks,8,solution,,,false,145.6,completed,,,,,,,,,1,19,10,80,0.25,0.0,uiflow=F;uiflow=P,"uiflow:3 of 3 UI assertion(s) failed in default: no element on screen shows ""12.40""; no element on screen shows ""3.50""; no element on screen shows ""21.90"" | uiflow:4 UI assertion(s) hold in language=sv locale=sv_SE",2026-09-02T153808-g2-locale-003-solution
g2-locale-003,frameworks,8,fake,,,false,193.4,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:3 UI assertion(s) hold in language=en locale=en_US | uiflow:4 of 4 UI assertion(s) failed in language=sv locale=sv_SE: no element on screen shows ""12,40""; no element on screen shows ""3,50""; no element on screen shows ""21,90""; ""12.40"" is on screen, in ""12.40""",2026-09-02T155735-g2-locale-003-fake
g2-locale-004,frameworks,9,fake,,,false,293.7,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=F,"uiflow:2 of 2 UI assertion(s) failed in language=en locale=en_US: no element on screen shows ""3/4/26""; no element on screen shows ""11/9/26"" | uiflow:3 of 3 UI assertion(s) failed in language=de locale=de_DE: no element on screen shows ""04.03.26""; no element on screen shows ""09.11.26""; ""03/04"" is on screen, in ""03/04/2026""",2026-09-02T160308-g2-locale-004-fake
g2-locale-004,frameworks,9,solution,,,false,116.7,completed,,,,,,,,,1,23,10,90,0.25,0.0,uiflow=F;uiflow=P,"uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""3/4/26""; no element on screen shows ""11/9/26"" | uiflow:3 UI assertion(s) hold in language=de locale=de_DE",2026-09-02T154241-g2-locale-004-solution
g2-locale-004,frameworks,9,solution,,,true,214.2,completed,,,,,,,,,1,23,10,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:2 UI assertion(s) hold in language=en locale=en_US | uiflow:3 UI assertion(s) hold in language=de locale=de_DE,2026-09-02T160808-g2-locale-004-solution
g2-locale-004,frameworks,9,opencode,minimax/MiniMax-M2.7,,false,77.6,failed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=F;file=P,"uiflow:2 of 2 UI assertion(s) failed in language=en locale=en_US: no element on screen shows ""3/4/26""; no element on screen shows ""11/9/26"" | uiflow:3 of 3 UI assertion(s) failed in language=de locale=de_DE: no element on screen shows ""04.03.26""; no element on screen shows ""09.11.26""; ""03/04"" is on screen, in ""03/04/2026"" | file:2 file assertion(s) satisfied",2026-09-03T230739-g2-locale-004-opencode
g2-locale-004,frameworks,9,solution,,,true,372.5,completed,,,,,,,,,1,23,10,90,0.25,22.5,uiflow=P;uiflow=P;file=P,uiflow:2 UI assertion(s) hold in language=en locale=en_US | uiflow:3 UI assertion(s) hold in language=de locale=de_DE | file:2 file assertion(s) satisfied,2026-09-02T181930-g2-locale-004-solution
g2-locale-004,frameworks,9,fake,,,false,234.6,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=F;file=P,"uiflow:2 of 2 UI assertion(s) failed in language=en locale=en_US: no element on screen shows ""3/4/26""; no element on screen shows ""11/9/26"" | uiflow:3 of 3 UI assertion(s) failed in language=de locale=de_DE: no element on screen shows ""04.03.26""; no element on screen shows ""09.11.26""; ""03/04"" is on screen, in ""03/04/2026"" | file:2 file assertion(s) satisfied",2026-09-02T181531-g2-locale-004-fake
g2-order-001,interaction,9,fake,,,false,142.3,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F;uiflow=F;file=P,"uiflow:1 UI assertion(s) hold in default | uiflow:1 of 1 UI assertion(s) failed in default: ""Blackwater"" comes before ""Ashgrove"" on screen; expected ""Ashgrove"", ""Blackwater"", ""Cloudline"", ""Driftwood"" | uiflow:1 of 1 UI assertion(s) failed in default: ""Ashgrove"" comes before ""Driftwood"" on screen; expected ""Driftwood"", ""Ashgrove"", ""Blackwater"", ""Cloudline"" | file:2 file assertion(s) satisfied",2026-09-02T182548-g2-order-001-fake
g2-order-001,interaction,9,solution,,,true,94.9,completed,,,,,,,,,1,15,5,90,0.25,22.5,uiflow=P;uiflow=P;uiflow=P;file=P,uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in default | file:2 file assertion(s) satisfied,2026-09-02T182814-g2-order-001-solution
g2-order-001,interaction,9,opencode,minimax/MiniMax-M2.7,,false,46.0,failed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=P;uiflow=F;file=P,"uiflow:1 of 1 UI assertion(s) failed in default: ""Blackwater"" comes before ""Cloudline"" on screen; expected ""Ashgrove"", ""Cloudline"", ""Blackwater"", ""Driftwood"" | uiflow:1 UI assertion(s) hold in default | uiflow:1 of 1 UI assertion(s) failed in default: ""Ashgrove"" comes before ""Driftwood"" on screen; expected ""Driftwood"", ""Ashgrove"", ""Blackwater"", ""Cloudline"" | file:2 file assertion(s) satisfied",2026-09-03T231107-g2-order-001-opencode
g2-order-001,interaction,9,solution,,,true,129.7,completed,,,,,,,,,1,15,5,90,0.25,22.5,uiflow=P;uiflow=P;uiflow=P;file=P,uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in default | file:2 file assertion(s) satisfied,2026-09-02T174123-g2-order-001-solution
g2-order-002,interaction,9,fake,,,false,125.6,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in default: ""Row 3"" is on screen, in ""Row 3""; no element on screen shows ""Row 2""",2026-09-02T204156-g2-order-002-fake
g2-order-002,interaction,9,solution,,,true,102.0,completed,,,,,,,,,1,6,2,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:2 UI assertion(s) hold in default | uiflow:5 UI assertion(s) hold in default,2026-09-02T204406-g2-order-002-solution
g2-order-002,interaction,9,solution,,,false,107.4,completed,,,,,,,,,1,6,2,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in default | uiflow:1 of 5 UI assertion(s) failed in default: ""Row 3"" is on screen, in ""Row 3""",2026-09-02T183129-g2-order-002-solution
g2-order-002,interaction,9,fake,,,false,87.3,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in default | uiflow:1 of 5 UI assertion(s) failed in default: ""Row 3"" is on screen, in ""Row 3""",2026-09-02T182953-g2-order-002-fake
g2-order-002,interaction,9,solution,,,false,56.7,completed,,,,,,,,,1,6,2,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in default | uiflow:1 of 5 UI assertion(s) failed in default: ""Row 3"" is on screen, in ""Row 3""",2026-09-02T193606-g2-order-002-solution
g2-order-002,interaction,9,opencode,minimax/MiniMax-M2.7,,false,44.8,failed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=F,"uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Row 2"" | uiflow:2 of 5 UI assertion(s) failed in default: ""Row 3"" is on screen, in ""Row 3""; no element on screen shows ""Row 2""",2026-09-03T231246-g2-order-002-opencode
g2-order-002,interaction,9,fake,,,false,48.6,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in default | uiflow:1 of 5 UI assertion(s) failed in default: ""Row 3"" is on screen, in ""Row 3""",2026-09-02T193514-g2-order-002-fake
g2-privacy-001,runtime,8,fake,,,false,104.4,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=F;uiflow=F,uiflow:The flow could not be driven in default: step 1 (wait) failed: wait not satisfied: ready | uiflow:The flow could not be driven in default: step 0 (tap) failed: element not found (after scroll): choose,2026-09-02T183320-g2-privacy-001-fake
g2-privacy-001,runtime,8,solution,,,false,68.8,completed,,,,,,,,,1,14,4,80,0.25,0.0,uiflow=F;uiflow=F,uiflow:The flow could not be driven in default: step 1 (wait) failed: wait not satisfied: ready | uiflow:The flow could not be driven in default: step 0 (tap) failed: element not found (after scroll): choose,2026-09-02T193813-g2-privacy-001-solution
g2-privacy-001,runtime,8,fake,,,false,62.2,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=F;uiflow=F,uiflow:The flow could not be driven in default: step 1 (wait) failed: wait not satisfied: ready | uiflow:The flow could not be driven in default: step 0 (tap) failed: element not found (after scroll): choose,2026-09-02T193707-g2-privacy-001-fake
g2-privacy-001,runtime,8,solution,,,false,133.3,completed,,,,,,,,,1,15,5,80,0.25,0.0,uiflow=F;uiflow=F,uiflow:The flow could not be driven in default: step 1 (wait) failed: wait not satisfied: ready | uiflow:The flow could not be driven in default: step 0 (tap) failed: element not found (after scroll): choose,2026-09-02T183509-g2-privacy-001-solution
g2-rotate-001,interaction,9,solution,,,false,190.1,completed,,,,,,,,,1,1,1,90,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Selected 3C"" | uiflow:1 of 2 UI assertion(s) failed in defaultthen orientation=landscape-left: no element on screen shows ""Selected 3C"" | uiflow:1 of 2 UI assertion(s) failed in defaultthen orientation=landscape-right: no element on screen shows ""Selected 1A""",2026-09-02T184018-g2-rotate-001-solution
g2-rotate-001,visual,8,fake,,,false,43.3,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:App failed to build, so the flow could not run | uiflow:App failed to build, so the flow could not run | uiflow:App failed to build, so the flow could not run",2026-09-02T141509-g2-rotate-001-fake
g2-rotate-001,visual,8,fake,,,true,390.7,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;uiflow=P,"uiflow:4 UI assertion(s) hold in orientation=portrait | uiflow:4 UI assertion(s) hold in orientation=landscape-left, then orientation=portrait | uiflow:3 UI assertion(s) hold in orientation=portrait, then orientation=landscape-right",2026-09-02T161942-g2-rotate-001-fake
g2-rotate-001,visual,8,fake,,,true,157.2,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;uiflow=P,"uiflow:4 UI assertion(s) hold in orientation=portrait | uiflow:4 UI assertion(s) hold in orientation=landscape-left, then orientation=portrait | uiflow:3 UI assertion(s) hold in orientation=portrait, then orientation=landscape-right",2026-09-02T143000-g2-rotate-001-fake
g2-rotate-001,interaction,9,fake,,,false,161.9,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Selected 3C"" | uiflow:1 of 2 UI assertion(s) failed in defaultthen orientation=landscape-left: no element on screen shows ""Selected 3C"" | uiflow:1 of 2 UI assertion(s) failed in defaultthen orientation=landscape-right: no element on screen shows ""Selected 1A""",2026-09-02T183732-g2-rotate-001-fake
g2-rotate-001,visual,8,fake,,,true,102.0,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;uiflow=P,"uiflow:4 UI assertion(s) hold in orientation=portrait | uiflow:4 UI assertion(s) hold in orientation=landscape-left, then orientation=portrait | uiflow:3 UI assertion(s) hold in orientation=portrait, then orientation=landscape-right",2026-09-02T143406-g2-rotate-001-fake
g2-visual-001,visual,8,solution,,,false,77.9,completed,,,,,,,,,1,4,1,80,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:3 of 5 UI assertion(s) failed in language=ar locale=ar_SA: ""invoice-replies"" at (-8, 184) 14x21 is outside the window (0, 0) 402x874; ""standup-replies"" at (-8, 238) 14x21 is outside the window (0, 0) 402x874; ""offsite-replies"" at (-8, 292) 14x21 is outside the window (0, 0) 402x874 | file:2 file assertion(s) satisfied",2026-09-03T192345-g2-visual-001-solution
g2-visual-001,visual,8,fake,,,true,173.0,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T183719-g2-visual-001-fake
g2-visual-001,visual,8,fake,,,true,133.2,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T190109-g2-visual-001-fake
g2-visual-001,visual,8,solution,,,true,120.6,completed,,,,,,,,,1,6,6,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T191348-g2-visual-001-solution
g2-visual-001,visual,8,solution,,,true,99.8,completed,,,,,,,,,1,4,1,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T184016-g2-visual-001-solution
g2-visual-001,visual,8,fake,,,true,127.2,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T185017-g2-visual-001-fake
g2-visual-001,visual,8,solution,,,true,80.9,completed,,,,,,,,,1,4,1,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T190326-g2-visual-001-solution
g2-visual-001,visual,8,fake,,,true,105.3,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T191159-g2-visual-001-fake
g2-visual-001,visual,8,fake,,,true,78.5,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T192222-g2-visual-001-fake
g2-visual-001,visual,8,solution,,,true,89.7,completed,,,,,,,,,1,4,1,80,0.25,20.0,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in language=en locale=en_US | uiflow:5 UI assertion(s) hold in language=ar locale=ar_SA | file:2 file assertion(s) satisfied,2026-09-03T185228-g2-visual-001-solution
g2-visual-002,visual,7,solution,,,true,67.2,completed,,,,,,,,,1,5,1,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:5 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in defaultthen orientation=landscape-left | file:2 file assertion(s) satisfied,2026-09-03T191736-g2-visual-002-solution
g2-visual-002,visual,7,solution,,,true,67.1,completed,,,,,,,,,1,5,1,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:5 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in defaultthen orientation=landscape-left | file:2 file assertion(s) satisfied,2026-09-03T193856-g2-visual-002-solution
g2-visual-002,visual,7,solution,,,false,54.7,completed,,,,,,,,,1,5,1,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:5 UI assertion(s) hold in default | uiflow:1 of 6 UI assertion(s) failed in defaultthen orientation=landscape-left: the device is landscape-left, not landscape | file:2 file assertion(s) satisfied",2026-09-03T190600-g2-visual-002-solution
g2-visual-002,visual,7,fake,,,false,77.9,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:5 UI assertion(s) hold in default | uiflow:1 of 6 UI assertion(s) failed in defaultthen orientation=landscape-left: ""hero"" at (62, -22) 750x260 is outside the window (0, 0) 874x402 | file:2 file assertion(s) satisfied",2026-09-03T193734-g2-visual-002-fake
g2-visual-002,visual,7,fake,,,false,52.0,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:5 UI assertion(s) hold in default | uiflow:1 of 6 UI assertion(s) failed in defaultthen orientation=landscape-left: ""hero"" at (62, -22) 750x260 is outside the window (0, 0) 874x402 | file:2 file assertion(s) satisfied",2026-09-03T192820-g2-visual-002-fake
g2-visual-002,visual,7,fake,,,false,98.2,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:5 UI assertion(s) hold in default | uiflow:1 of 6 UI assertion(s) failed in defaultthen orientation=landscape-left: ""hero"" at (62, -22) 750x260 is outside the window (0, 0) 874x402 | file:2 file assertion(s) satisfied",2026-09-03T191553-g2-visual-002-fake
g2-visual-002,visual,7,solution,,,true,56.7,completed,,,,,,,,,1,5,1,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:5 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in defaultthen orientation=landscape-left | file:2 file assertion(s) satisfied,2026-09-03T192916-g2-visual-002-solution
g2-visual-002,visual,7,opencode,minimax/MiniMax-M2.7,,false,52.5,failed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:5 UI assertion(s) hold in default | uiflow:1 of 6 UI assertion(s) failed in defaultthen orientation=landscape-left: ""hero"" at (62, -22) 750x260 is outside the window (0, 0) 874x402 | file:2 file assertion(s) satisfied",2026-09-03T231432-g2-visual-002-opencode
